Run;ReleaseDate;LoadDate;spots;bases;spots_with_mates;avgLength;size_MB;AssemblyName;download_path;Experiment;LibraryName;LibraryStrategy;LibrarySelection;LibrarySource;LibraryLayout;InsertSize;InsertDev;Platform;Model;SRAStudy;BioProject;Study_Pubmed_id;ProjectID;Sample;BioSample;SampleType;TaxID;Kind;Tax_family;ScientificName;SampleName;g1k_pop_code;source;g1k_analysis_group;Subject_ID;Sex;Disease;Tumor;Affection_Status;Analyte_Type;Histological_Type;Body_Site;CenterName;Submission;dbgap_study_accession;Consent;RunHash;ReadHash;Land;Location_spec;ISO3;State;Date;REF;VIRAL
SRR2060808;21/08/2015 00:00;15/06/2015 22:42;16586107;3317221400;16586107;200;2022;;https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/002012/SRR2060808;SRX1056854;BMJ21A_abd;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP057750;PRJNA282469;2;282469;SRS924287;SAMN03570373;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;Mgen_AdultAbds;;;;;;;no;;;;;UIUC;SRA264389;;public;4CCD175230A1E7EA9DAE75032F4B4D85;619A7C3862DB9B97F792D88C4A8A1220;Panama;Barro Colorado Island;PAN;NA;2013;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4466455/;No
SRR2060809;21/08/2015 00:00;15/06/2015 23:45;25136519;5027303800;25136519;200;3071;;https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/002012/SRR2060809;SRX1056855;BMJ22B_abd;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP057750;PRJNA282469;2;282469;SRS924287;SAMN03570373;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;Mgen_AdultAbds;;;;;;;no;;;;;UIUC;SRA264389;;public;4EE6B55659CB8AAFB07D08E82100D34C;F7120B2940EC86B2E4E6EB12D5280D1B;Panama;Barro Colorado Island;PAN;NA;2013;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6250288/;No
SRR2060810;21/08/2015 00:00;16/06/2015 11:55;14414015;2882803000;14414015;200;1734;;https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/002012/SRR2060810;SRX1056856;BMJ52_2_abd;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP057750;PRJNA282469;2;282469;SRS924287;SAMN03570373;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;Mgen_AdultAbds;;;;;;;no;;;;;UIUC;SRA264389;;public;1828C577B9708B5FA75842E538662D40;F45798D2317991C7B2F2E719B421146C;Panama;Barro Colorado Island;PAN;NA;2013;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6250288/;No
SRR2060812;21/08/2015 00:00;16/06/2015 14:56;17038914;3407782800;17038914;200;2137;;https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/002012/SRR2060812;SRX1056858;BMJ88A_abd;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP057750;PRJNA282469;2;282469;SRS924287;SAMN03570373;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;Mgen_AdultAbds;;;;;;;no;;;;;UIUC;SRA264389;;public;274E01EA8C7913AFD0C28825FD46F068;8CEA7D44219888034174BE7D8DA12CB2;Panama;Barro Colorado Island;PAN;NA;2013;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6250288/;No
SRR2060813;21/08/2015 00:00;16/06/2015 14:55;10143771;2028754200;10143771;200;1257;;https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/002012/SRR2060813;SRX1056859;BP29A_abd;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP057750;PRJNA282469;2;282469;SRS924287;SAMN03570373;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;Mgen_AdultAbds;;;;;;;no;;;;;UIUC;SRA264389;;public;F77A4790C11395F525B9DB3EDAD8E015;395E0E2FACDD8A4F7ECFDE6CBF9AEEE2;Panama;Barro Colorado Island;PAN;NA;2013;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6250288/;No
SRR2060818;21/08/2015 00:00;12/06/2015 16:05;20097274;4019454800;20097274;200;2464;;https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/002012/SRR2060818;SRX1056864;AN080M_15_7_br;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP057750;PRJNA282469;2;282469;SRS924289;SAMN03570374;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;Mgen_AdultBrains;;;;;;;no;;;;;UIUC;SRA264389;;public;075EC240345D2B980ADAF722692760BC;F77925AF01353DCF42576EE7CAE93C3A;Panama;Barro Colorado Island;PAN;NA;2013;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6250288/;No
SRR3948523;21/12/2016 11:43;25/07/2016 10:03;13940767;2788153400;13940767;200;1161;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003855/SRR3948523;SRX1973520;C12_4_1_br;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581763;SAMN05437617;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;C12_4_1_br;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;9CF33F81E8675C3DDC58D3C3D4AE8F93;EC54AA0DA936495C7DCA7C61406D7684;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6250288/;No
SRR3948524;21/12/2016 11:43;25/07/2016 10:02;14189678;2837935600;14189678;200;1197;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003855/SRR3948524;SRX1973522;C18_3_1_br;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581764;SAMN05437618;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;C18_3_1_br;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;6A16B7B6285BDD2D12D5EC07FE571456;DD162354CEFD327E3E433C80F0BD9EA1;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6250288/;No
SRR3948528;21/12/2016 11:43;25/07/2016 10:04;13409818;2681963600;13409818;200;1148;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003855/SRR3948528;SRX1973525;CK17_9_1_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581767;SAMN05437620;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;CK17_9_1_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;5DB1BF12BE667C628AB88014E7F788D4;27729830E698F4E2270D30994472A0EA;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6250288/;No
SRR3948530;21/12/2016 11:43;25/07/2016 10:03;13593944;2718788800;13593944;200;1235;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003855/SRR3948530;SRX1973526;CK17_9_1_br;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581768;SAMN05437621;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;CK17_9_1_br;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;F138E6443FAC2594CB950EDDCB00EE23;8166C9C8BC8856BB3EDB57336157DC7F;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6250288/;No
SRR3948531;21/12/2016 11:43;25/07/2016 10:14;14615736;2923147200;14615736;200;1228;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003855/SRR3948531;SRX1973527;CK17_9_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581769;SAMN05437622;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;CK17_9_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;EECAEF588AA17EF69A10C72E1BCD70DB;24198364909CA8F1D92FE69996F4701D;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6250288/;No
SRR3948533;21/12/2016 11:43;25/07/2016 10:05;13626622;2725324400;13626622;200;1153;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003855/SRR3948533;SRX1973529;CK19_9_1_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581770;SAMN05437624;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;CK19_9_1_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;5DA635625CED0EF8E1578BEF7EC01D0A;73514714E5AD3F435D49735797412D8A;Panama;Barro Colorado island;PAN;NA;2015;NA;NA
SRR3948536;21/12/2016 11:43;25/07/2016 11:00;17896647;3579329400;17896647;200;2204;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003855/SRR3948536;SRX1973533;AN080B_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581774;SAMN05437609;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;AN080B_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;0FDD1C0B77111EC522F66A1A2CF49DA0;733B27936CB75C1E2B0A4149794ED274;Panama;Barro Colorado island;PAN;NA;2015;NA;NA
SRR3948537;21/12/2016 11:43;25/07/2016 10:07;13780248;2756049600;13780248;200;1192;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003855/SRR3948537;SRX1973534;CK51_1_1_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581776;SAMN05437627;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;CK51_1_1_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;16306A84C8BA8879C2A66831C00943FA;87C5CC1942C9DAB44E412E3DEC53CB9E;Panama;Barro Colorado island;PAN;NA;2015;NA;NA
SRR3948538;21/12/2016 11:43;25/07/2016 10:08;16059184;3211836800;16059184;200;1376;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003855/SRR3948538;SRX1973535;CK51_1_1_br;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581775;SAMN05437628;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;CK51_1_1_br;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;BE2C5C42D1DD78D64FFEDAC10A1A4829;8BF0CF0430888283AFC4DECC2161DE52;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/27090020;No
SRR3948540;21/12/2016 11:43;25/07/2016 10:09;13850784;2770156800;13850784;200;1187;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003855/SRR3948540;SRX1973536;CK6_6_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581777;SAMN05437629;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;CK6_6_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;2CC0B5BC6F9F0E4E90D53BAC4033AD8B;4E64E40D8829B3A93FAC17A453A496CD;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/27090020;No
SRR3948550;21/12/2016 11:43;25/07/2016 10:15;13748391;2749678200;13748391;200;1179;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948550;SRX1973546;NB04_6_1_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581786;SAMN05437637;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB04_6_1_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;B3C71DA05BA242F522922ED309D02C90;B9C1F7C95B4B5CED73DEA7FE90C8CF10;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5067136/;No
SRR3948541;21/12/2016 11:43;25/07/2016 10:07;13821999;2764399800;13821999;200;1166;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003855/SRR3948541;SRX1973537;CK6_6_br;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581778;SAMN05437630;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;CK6_6_br;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;9959FB17E6CC31D3BD7B3BD60557CC5C;9F1D86EF4BD91E84AE7002C0DF8D1EA7;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5067136/;No
SRR3948542;21/12/2016 11:43;25/07/2016 10:08;13079520;2615904000;13079520;200;1131;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003855/SRR3948542;SRX1973538;CK7_1_1_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581779;SAMN05437631;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;CK7_1_1_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;2D79A01A38637F6F4B9CFFA81F309974;A9578BDDB76E6B77BA5528F3FDA9131C;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5067136/;No
SRR3948544;21/12/2016 11:43;25/07/2016 10:09;13378001;2675600200;13378001;200;1143;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948544;SRX1973540;CK7_1_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581781;SAMN05437633;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;CK7_1_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;1B2CFE231B1E36F48A89AD397194868D;85FBE45EC0283678FE333ACD9182F46C;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5067136/;No
SRR3948546;21/12/2016 11:43;25/07/2016 10:14;14119498;2823899600;14119498;200;1178;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948546;SRX1973543;GT83_7_1_br;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581783;SAMN05437635;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;GT83_7_1_br;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;2D24DB4EDC585413533CA58995923036;82F005EC4B8CC4A4753621411B0EC9F8;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5067136/;No
SRR3948548;21/12/2016 11:43;25/07/2016 10:11;13681426;2736285200;13681426;200;1158;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948548;SRX1973544;NB04_3_1_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581784;SAMN05437636;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB04_3_1_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;4EEE59A861D1F09CE286D0B40FD616F6;FDD06B03F561DE30A6212D37D242B491;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5067136/;No
SRR3948551;21/12/2016 11:43;25/07/2016 10:13;15960860;3192172000;15960860;200;1381;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948551;SRX1973548;NB04_6_1_br;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581787;SAMN05437638;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB04_6_1_br;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;FFBDBA43E9334BA472A3ED52DD05F1CD;3EDE69A05B81CFFD11566A459A8DF2E4;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5067136/;No
SRR3948553;21/12/2016 11:43;25/07/2016 10:13;14226965;2845393000;14226965;200;1219;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948553;SRX1973549;NB04_6_3_br;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581788;SAMN05437639;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB04_6_3_br;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;657BEC0F0A73A4A31268BEC29B4E3ED9;7A065E272FE6BA61C540FF7B001B5156;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5067136/;No
SRR3948554;21/12/2016 11:43;25/07/2016 10:14;14036419;2807283800;14036419;200;1188;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948554;SRX1973550;NB06_4_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581789;SAMN05437640;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB06_4_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;5CF67420159E608B3558240F8888A592;2F639B3355830D9719F44A57A4A56A2F;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/26755583;No
SRR3948556;21/12/2016 11:43;25/07/2016 10:15;13928615;2785723000;13928615;200;1219;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948556;SRX1973553;NB06C_1_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581791;SAMN05437642;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB06C_1_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;17A7ED28117D02F9A4EA896FEC97D4DC;E18831A8FEACC0AC5DF4328054CDE3BA;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/26755583;No
SRR3948559;21/12/2016 11:43;25/07/2016 10:21;15368159;3073631800;15368159;200;1327;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948559;SRX1973555;NB06C_2_br;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581793;SAMN05437644;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB06C_2_br;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;EDCB9BFF7E30FF9D759CEC88B73529A3;A414FBB97064998D3A69EDA2C250C784;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/26755583;No
SRR3948560;21/12/2016 11:43;25/07/2016 10:21;13388864;2677772800;13388864;200;1134;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948560;SRX1973556;NB06C_3_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581794;SAMN05437645;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB06C_3_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;A9BEEC68203719BC056B2EC50F06A212;EFC7FB8AD012673F2F9C703CA8DD6CDB;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/26755583;No
SRR3948561;21/12/2016 11:43;25/07/2016 10:22;14028847;2805769400;14028847;200;1277;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948561;SRX1973557;NB06C_3_br;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581795;SAMN05437646;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB06C_3_br;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;CCB94B1138FCC35DE204846393307FBE;E946CA9CB459F6E1A1CCC8F02F8F3A05;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/26755583;No
SRR3948563;21/12/2016 11:43;25/07/2016 10:31;14563760;2912752000;14563760;200;1221;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948563;SRX1973559;NB06C_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581797;SAMN05437647;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB06C_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;99F69492614C0BD6D15B3CE62F21172F;79FB2FE5A0A46902CD5B72055BE63F35;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/26755583;No
SRR3948564;21/12/2016 11:43;25/07/2016 10:26;13452727;2690545400;13452727;200;1139;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948564;SRX1973560;NB19_3_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581798;SAMN05437648;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB19_3_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;D1E8F0BB47E8356AF79354302D4A7496;99F81C5EA88D04BE72CF5CD0ED410C31;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/26755583;No
SRR3948565;21/12/2016 11:43;25/07/2016 10:23;14041139;2808227800;14041139;200;1210;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948565;SRX1973561;NB20_5_br;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581799;SAMN05437649;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB20_5_br;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;06D5B0F206D9CF853D9CA4B50EDD8D26;C62076FE00DADE96A8F8EB1AB8591D9D;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/26755583;No
SRR3948566;21/12/2016 11:43;25/07/2016 10:36;14290790;2858158000;14290790;200;1206;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948566;SRX1973562;NB25_6_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581800;SAMN05437650;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB25_6_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;FD43C239F14D5BF0F5B51496B364E563;4ED8C0E9C4ABA9D5AB7E6DD6ACB5C65F;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/26755583;No
SRR3948568;21/12/2016 11:43;25/07/2016 10:24;13560552;2712110400;13560552;200;1146;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948568;SRX1973564;NB26_6_1_abd;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581802;SAMN05437652;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB26_6_1_abd;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;399FB3ACAF3D19B879004204EA2369E4;F5F2049B90A6CB8A17C09FD87C950796;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/26755583;No
SRR3948569;21/12/2016 11:43;25/07/2016 10:23;13574291;2714858200;13574291;200;1252;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003856/SRR3948569;SRX1973565;NB26_6_1_br;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP079663;PRJNA331103;;331103;SRS1581803;SAMN05437653;simple;115081;Hymenoptera;Halictidae;Megalopta genalis;NB26_6_1_br;;;;;female;;no;;;;;UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN;SRA443823;;public;1FD7FB4EF2828179D9BF55DE39D719D2;760B3613C61ED696C8E2C0471B2E5344;Panama;Barro Colorado island;PAN;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/26755583;No
